order_id,product_id,quantity,unit_price,product_name,category,brand,price,mrp,margin_percentage,shelf_life_days,min_stock_level,max_stock_level,customer_id,order_date,promised_delivery_time,actual_delivery_time,delivery_status,order_total,payment_method,delivery_partner_id,store_id,customer_name,email,phone,address,area,pincode,registration_date,customer_segment,total_orders,avg_order_value
4455336265,753354,3,423.56,Shampoo,Personal Care,Sant-Mahajan,423.56,651.63,35.0,365,20,52,43431724,2023-08-30 19:37:06,2023-08-30 19:47:06,2023-08-30 19:45:06,On Time,1270.68,UPI,64046,3784,Jack Kalita,calebdewan@example.com,912843679556,"41/500, Sachdev Marg, Jhansi-452338",Rohtak,217110,2023-11-26,New,2,813.0
3539286337,684939,1,727.95,Lotion,Personal Care,"Sibal, Bhatnagar and Rajan",727.95,1119.92,35.0,365,22,50,77559557,2023-04-25 20:32:24,2023-04-25 20:44:24,2023-04-25 20:39:24,On Time,727.95,Wallet,94899,2463,Akshay Varty,balendra63@example.com,917909370826,44 Dube Path Jammu-898608,Madurai,639717,2023-08-28,New,9,601.15
9171116867,500739,3,359.98,Bread,Dairy & Breakfast,Aggarwal Group,359.98,449.98,20.0,7,18,81,87107263,2023-10-22 11:15:33,2023-10-22 11:25:33,2023-10-22 11:37:33,Slightly Delayed,1079.94,Card,73907,6899,Lakshmi Arora,parmarvansha@example.org,918888108591,"38/541 Hari Street, Faridabad 486542",Vijayawada,784029,2024-10-02,Inactive,9,1659.56
5504941865,540618,1,317.05,Popcorn,Snacks & Munchies,Golla-Luthra,317.05,487.77,35.0,90,28,87,76512976,2024-01-28 02:39:11,2024-01-28 02:55:11,2024-01-28 03:06:11,Slightly Delayed,317.05,Wallet,56077,9809,Yashica Pathak,baradlajita@example.com,910178223956,"26/72, Sama Chowk Aligarh 358311",Belgaum,874947,2024-07-27,New,5,279.89
5868326481,53833,3,134.69,Rice,Grocery & Staples,Tella-Master,134.69,158.46,15.0,365,26,89,37556526,2024-03-15 21:07:07,2024-03-15 21:24:07,2024-03-15 21:21:07,On Time,404.07,Wallet,94140,3106,Anjali Varkey,triveni48@example.org,916293872154,"H.No. 66, D’Alia Zila Muzaffarpur-364745",Farrukhabad,243420,2024-06-14,Inactive,18,1200.18
2137046916,455755,2,44.09,Detergent,Household Care,Mangal-Sathe,44.09,58.79,25.0,365,23,53,12059049,2024-02-03 08:50:32,2024-02-03 09:03:32,2024-02-03 09:01:32,On Time,88.18,UPI,12377,1007,Jagdish Mander,wpall@example.net,914436092312,"47/938, Chandra Ichalkaranji-922446",Nizamabad,696590,2024-09-23,Regular,17,235.4
8195544338,131937,1,287.81,Frozen Pizza,Instant & Frozen Food,"Varkey, Devi and Ganguly",287.81,479.68,40.0,180,18,68,26199489,2023-04-26 04:03:57,2023-04-26 04:20:57,2023-04-26 04:28:57,Slightly Delayed,287.81,Wallet,102,3809,Aarna Gola,hemang36@example.org,915848826456,28/92 Banerjee Zila Singrauli-249881,Serampore,555849,2024-07-15,Inactive,11,479.65
2889700050,798639,1,211.25,Eggs,Dairy & Breakfast,Subramaniam LLC,211.25,264.06,20.0,7,12,78,84848018,2024-04-30 16:22:26,2024-04-30 16:33:26,2024-04-30 16:36:26,On Time,211.25,Wallet,45032,78,Jackson Roy,janijanaki@example.org,919467722828,"069, Prakash Marg, Mira-Bhayandar 031507",Alappuzha,275189,2023-06-26,Regular,19,557.81
65827885,324809,3,608.0,Bread,Dairy & Breakfast,Sidhu PLC,608.0,760.0,20.0,7,26,76,47577193,2023-07-27 00:13:05,2023-07-27 00:25:05,2023-07-27 00:20:05,On Time,1824.0,Cash,1108,3817,Chaaya Wable,zvenkatesh@example.net,916830988927,"41/37, Raja Marg Tumkur-353412",Dehri,410068,2024-02-05,Premium,16,1578.87
4656471694,679284,1,877.89,Cough Syrup,Pharmacy,Pant LLC,877.89,1097.36,20.0,365,28,95,60728956,2023-12-09 08:08:08,2023-12-09 08:27:08,2023-12-09 08:35:08,Slightly Delayed,877.89,Cash,62782,5739,Andrew Nigam,nitara58@example.net,912558012921,"29/168, Srinivas Bijapur 827761",Khandwa,785737,2023-06-26,Premium,15,1764.25
6625178717,952168,3,236.95,Popcorn,Snacks & Munchies,"Krishnamurthy, Sibal and Das",236.95,364.54,35.0,90,28,79,62068277,2023-07-01 04:24:22,2023-07-01 04:40:22,2023-07-01 04:53:22,Slightly Delayed,710.8499999999999,Card,74906,2130,Zarna Shetty,kumerzansi@example.org,913151597352,"H.No. 12, Kale Chowk New Delhi 521199",Hosur,397881,2024-03-03,Regular,6,1515.17
7169557514,706112,2,478.79,Vitamins,Pharmacy,"Magar, Gara and Garg",478.79,598.49,20.0,365,12,77,84824280,2023-03-21 05:27:13,2023-03-21 05:38:13,2023-03-21 05:50:13,Slightly Delayed,957.58,Card,79516,9535,Kamya Narayan,bhavyabakshi@example.com,910116395700,"92/87, Golla Road, Bihar Sharif 337412",Ongole,989821,2024-05-09,Inactive,17,1752.91
2268306684,812607,2,416.65,Potatoes,Fruits & Vegetables,Rege Group,416.65,555.53,25.0,3,11,63,66742602,2024-05-28 14:59:08,2024-05-28 15:11:08,2024-05-28 15:10:08,On Time,833.3,Wallet,65733,6847,Yatan Uppal,hchakraborty@example.net,913358190164,"18 Bala Zila, Katni 101174",Jalna,749857,2023-07-01,New,14,1981.09
6905293278,799952,1,922.64,Cheese,Dairy & Breakfast,Padmanabhan-Virk,922.64,1153.3,20.0,7,13,66,97259564,2024-06-16 10:23:23,2024-06-16 10:36:23,2024-06-16 11:02:23,Significantly Delayed,922.64,Cash,53868,4187,Watika Narayanan,soommen@example.com,914465932360,"H.No. 97, Sule Ganj Moradabad 014721",Khammam,14378,2024-02-18,Premium,6,1047.69
1769493463,709916,3,33.76,Detergent,Household Care,Varkey LLC,33.76,45.01,25.0,365,30,88,3292927,2024-06-26 07:13:47,2024-06-26 07:29:47,2024-06-26 07:24:47,On Time,101.28,Wallet,22954,7071,Nisha Iyer,vdalia@example.org,910256207668,"H.No. 13, Dash Path, Bhatpara-468793",Rewa,320465,2024-01-12,New,6,1795.72
5003387344,67197,3,552.2,Butter,Dairy & Breakfast,Shetty-Bora,552.2,690.25,20.0,7,20,79,26592009,2024-06-23 10:53:47,2024-06-23 11:05:47,2024-06-23 11:00:47,On Time,1656.6000000000001,Wallet,21004,7477,Michael Dhingra,mdasgupta@example.org,918994317959,"H.No. 28, Vasa Road Nagpur 397247",Adoni,16283,2023-11-02,Premium,14,317.83
2064484752,937542,3,97.04,Wheat Flour,Grocery & Staples,Khurana and Sons,97.04,114.16,15.0,365,28,93,89995124,2024-05-07 22:42:49,2024-05-07 23:00:49,2024-05-07 22:55:49,On Time,291.12,Wallet,43022,1116,Gauri Butala,ranveeranne@example.org,915746130106,"890, Sastry, Narasaraopet-405280",Muzaffarpur,833041,2023-10-29,Premium,6,995.42
964822979,455755,2,44.09,Detergent,Household Care,Mangal-Sathe,44.09,58.79,25.0,365,23,53,88520326,2024-07-13 10:38:00,2024-07-13 10:49:00,2024-07-13 10:47:00,On Time,88.18,Wallet,42914,7603,Chasmum Dhaliwal,sarora@example.org,912277505609,"65/481, Solanki Zila, Hosur 461150",Asansol,37026,2023-11-26,Premium,14,1537.05
6037899648,669378,1,212.14,Potatoes,Fruits & Vegetables,Chadha and Sons,212.14,282.85,25.0,3,23,70,22738465,2024-03-27 17:44:43,2024-03-27 18:00:43,2024-03-27 18:04:43,On Time,212.14,Cash,59131,914,Gabriel Oak,advayluthra@example.com,918378521079,"42/463 Rana Street, Chennai 439851",Narasaraopet,890953,2023-07-02,Inactive,16,1903.09
9347571484,112390,2,877.98,Toothpaste,Personal Care,"Kibe, Contractor and Randhawa",877.98,1350.74,35.0,365,23,85,29562072,2024-11-02 17:15:15,2024-11-02 17:26:15,2024-11-02 17:39:15,Slightly Delayed,1755.96,Card,88612,9615,Edhitha Ranganathan,yashawini55@example.net,914683223867,"09, Soman Marg, Guna 345092",Hindupur,976259,2023-08-10,New,10,1449.0
3286177534,891833,1,493.19,Curd,Dairy & Breakfast,Mani PLC,493.19,616.49,20.0,7,11,69,10225164,2023-06-24 23:52:15,2023-06-25 00:09:15,2023-06-25 00:07:15,On Time,493.19,Wallet,90038,6046,Siya Parmer,watika42@example.net,915830822437,51/60 Chawla Darbhanga-169445,Dehri,625283,2024-09-25,Inactive,20,491.07
9073572548,60619,1,726.41,Iced Tea,Cold Drinks & Juices,Bhasin LLC,726.41,1037.73,30.0,180,10,97,97111069,2023-05-02 23:13:42,2023-05-02 23:25:42,2023-05-02 23:47:42,Significantly Delayed,726.41,Card,28575,6542,Megha Hora,inaya49@example.com,918549511420,"839, Bhatti Ganj, Saharanpur 068437",North Dumdum,143574,2024-02-16,Inactive,10,1898.27
8395583761,561860,3,874.78,Orange Juice,Cold Drinks & Juices,Gupta Ltd,874.78,1249.69,30.0,180,21,90,1989720,2024-08-04 23:35:44,2024-08-04 23:53:44,2024-08-04 23:48:44,On Time,2624.34,UPI,84816,5448,Anusha Bahri,hemanginigour@example.org,917371380072,"H.No. 78, Memon Marg, Bettiah-165769",Saharanpur,232753,2023-11-10,Inactive,6,239.76
6355378227,993331,1,102.44,Pulses,Grocery & Staples,"Parmer, Gola and Yogi",102.44,120.52,15.0,365,28,86,67092149,2023-08-11 16:52:36,2023-08-11 17:06:36,2023-08-11 17:05:36,On Time,102.44,UPI,23910,810,Daksh Atwal,indiratrivedi@example.com,919692423734,"374, Sehgal Zila Mysore 291634",Davanagere,619381,2023-12-16,Premium,1,376.48
277376321,94225,3,77.11,Toilet Cleaner,Household Care,"Gulati, Ram and Sarkar",77.11,102.81,25.0,365,13,70,89784343,2024-07-28 04:25:12,2024-07-28 04:45:12,2024-07-28 04:44:12,On Time,231.32999999999998,Wallet,78589,3357,Radhika Kaul,vidhimitra@example.net,911430159648,"24/53 Koshy Chowk, Bangalore-414625",Dibrugarh,451264,2024-04-02,Premium,11,673.6
8559748526,552496,1,508.0,Dish Soap,Household Care,Dhar PLC,508.0,677.33,25.0,365,17,59,45868300,2023-04-05 18:07:19,2023-04-05 18:27:19,2023-04-05 18:28:19,On Time,508.0,Wallet,93002,2270,Isha Sheth,revaatwal@example.net,915776097269,"H.No. 36 Doctor Path, Aurangabad 897507",Ratlam,406941,2023-08-24,Premium,7,584.9
1458051433,57405,3,607.67,Baby Food,Baby Care,Srinivas PLC,607.67,868.1,30.0,365,21,64,50760752,2024-04-26 09:14:56,2024-04-26 09:30:56,2024-04-26 09:26:56,On Time,1823.0099999999998,UPI,61040,7426,Yug Varughese,kapooravi@example.org,916862473368,H.No. 12 Randhawa Proddatur 807263,Maheshtala,100658,2023-03-17,New,14,1670.47
5838302640,240179,3,90.56,Cough Syrup,Pharmacy,Ram-Suri,90.56,113.2,20.0,365,20,56,96795047,2023-05-12 05:46:25,2023-05-12 06:02:25,2023-05-12 06:09:25,Slightly Delayed,271.68,UPI,30907,4242,Osha Desai,rachitabehl@example.org,915335035895,"H.No. 940, Goda Chowk, Morena 883030",Chittoor,679019,2024-05-03,New,15,1834.19
1380971977,602241,3,976.55,Nuts,Snacks & Munchies,Bahl-Pau,976.55,1502.38,35.0,90,12,75,16561710,2024-06-02 13:04:55,2024-06-02 13:21:55,2024-06-02 13:16:55,On Time,2929.6499999999996,Cash,52614,6655,Isaiah Natt,amrita65@example.org,914278244798,"85, Samra Zila Thane-835654",Baranagar,881409,2023-09-16,New,12,1043.28
1221099013,131937,1,287.81,Frozen Pizza,Instant & Frozen Food,"Varkey, Devi and Ganguly",287.81,479.68,40.0,180,18,68,35156679,2023-07-23 10:45:59,2023-07-23 11:01:59,2023-07-23 11:03:59,On Time,287.81,Wallet,60689,8589,Chakradev Verma,vincent13@example.com,910123070760,"71/96, Amble Circle, Panvel-979863",Etawah,954583,2024-01-07,Premium,8,1412.4
6771166303,677542,3,212.61,Toilet Cleaner,Household Care,Thaman-Lanka,212.61,283.48,25.0,365,10,52,87718744,2023-07-24 04:21:07,2023-07-24 04:36:07,2023-07-24 04:48:07,Slightly Delayed,637.83,Wallet,98179,2820,Max Pandit,vamakshi09@example.com,912812848221,66/373 Wali Singrauli-074003,Bathinda,966966,2023-09-29,Regular,6,863.84
7111337755,888807,3,230.58,Bread,Dairy & Breakfast,Arya Group,230.58,288.23,20.0,7,13,91,10524732,2023-05-06 05:52:44,2023-05-06 06:07:44,2023-05-06 06:04:44,On Time,691.74,Cash,84833,4083,Bhavna Ramesh,esingh@example.org,915866776432,39/475 Sathe Road Bhopal-622648,Rajahmundry,134704,2023-11-16,Regular,18,1830.92
5562922993,540618,1,317.05,Popcorn,Snacks & Munchies,Golla-Luthra,317.05,487.77,35.0,90,28,87,62416456,2023-12-06 02:04:19,2023-12-06 02:14:19,2023-12-06 02:17:19,On Time,317.05,Wallet,73904,418,Diya Chakrabarti,bhavanikala@example.com,919634128482,"937, Nayar Street Ongole-865795",Medininagar,121675,2023-09-25,Inactive,18,752.91
5630957897,876139,2,415.75,Pulses,Grocery & Staples,Cherian-Dara,415.75,489.12,15.0,365,14,83,69925688,2024-06-18 07:17:42,2024-06-18 07:32:42,2024-06-18 07:36:42,On Time,831.5,Wallet,14408,468,Yashica Sehgal,igola@example.net,916177443666,"77/881, Mitra Street Erode 449182",Nandyal,920703,2024-02-25,Inactive,20,1350.67
1787380558,444361,3,822.63,Pain Reliever,Pharmacy,"Prakash, Bawa and Kale",822.63,1028.29,20.0,365,20,71,5140660,2023-11-08 17:24:58,2023-11-08 17:43:58,2023-11-08 17:45:58,On Time,2467.89,Cash,95835,862,Tripti Loke,anika70@example.com,916100622779,"25, Oommen Road, Gandhidham 607310",Akola,164050,2023-08-18,Inactive,17,908.68
32613017,451812,1,530.85,Pain Reliever,Pharmacy,"Batra, Sant and Mandal",530.85,663.56,20.0,365,29,63,82594354,2023-03-17 00:20:41,2023-03-17 00:36:41,2023-03-17 00:36:41,On Time,530.85,Card,77303,3364,Harinakshi Sule,ocontractor@example.net,919987025776,H.No. 608 Dhawan Ganj Nizamabad 291392,Avadi,345071,2024-01-04,Regular,7,321.8
2039041670,287070,1,443.17,Wheat Flour,Grocery & Staples,"Gala, Magar and Rajagopal",443.17,521.38,15.0,365,20,93,88324928,2024-11-01 09:45:47,2024-11-01 10:05:47,2024-11-01 10:20:47,Slightly Delayed,443.17,Wallet,31963,1003,Geetika Nanda,jpalla@example.org,911669329675,"843, Yogi Zila Panvel-489127",Alappuzha,137999,2023-03-19,Regular,13,340.65
210693801,432617,3,863.18,Baby Wipes,Baby Care,Dora-Pillai,863.18,1233.11,30.0,365,17,97,71235336,2024-08-21 03:59:25,2024-08-21 04:10:25,2024-08-21 04:12:25,On Time,2589.54,UPI,14789,4184,Gabriel Sawhney,chahalsamuel@example.net,911821918243,"H.No. 671, Doctor Chowk, Saharanpur 270113",Bokaro,551761,2024-01-30,Regular,16,248.21
8120002258,131937,1,287.81,Frozen Pizza,Instant & Frozen Food,"Varkey, Devi and Ganguly",287.81,479.68,40.0,180,18,68,57833505,2024-01-01 00:05:08,2024-01-01 00:15:08,2024-01-01 00:11:08,On Time,287.81,Card,61526,6830,Pooja Nadkarni,parmarvasatika@example.org,916008140997,871 Parsa Chowk Nagercoil 859863,Thrissur,805070,2024-01-10,New,5,1832.55
2177917034,144124,2,162.67,Detergent,Household Care,Lalla-Srinivasan,162.67,216.89,25.0,365,11,82,12402437,2024-02-08 20:03:51,2024-02-08 20:16:51,2024-02-08 20:25:51,Slightly Delayed,325.34,Card,75636,4829,Kamala Rama,raymegha@example.net,910025008643,63 Mallick Chowk Lucknow 415089,Rajahmundry,126465,2024-06-29,New,14,1580.62
4254814926,324809,1,608.0,Bread,Dairy & Breakfast,Sidhu PLC,608.0,760.0,20.0,7,26,76,59890331,2024-04-21 06:14:58,2024-04-21 06:34:58,2024-04-21 06:33:58,On Time,608.0,Wallet,1761,7830,Raagini Badal,nicholas03@example.com,910650147457,82/260 Chokshi Ganj Etawah 946629,Chennai,382306,2024-11-01,Premium,16,552.68
6074172790,888807,2,230.58,Bread,Dairy & Breakfast,Arya Group,230.58,288.23,20.0,7,13,91,14944819,2023-07-26 02:15:37,2023-07-26 02:26:37,2023-07-26 02:30:37,On Time,461.16,Wallet,3481,4057,Triya Patla,fradonarayan@example.net,914477864460,H.No. 214 Barman Road Mira-Bhayandar-611798,Anand,469217,2023-11-24,Premium,14,1127.8
3381573131,684939,1,727.95,Lotion,Personal Care,"Sibal, Bhatnagar and Rajan",727.95,1119.92,35.0,365,22,50,67386193,2024-07-16 00:33:21,2024-07-16 00:47:21,2024-07-16 00:42:21,On Time,727.95,Cash,50582,7456,Wakeeta Khurana,pillaifariq@example.net,919266189601,"H.No. 48, Luthra Ganj Baranagar-391311",Pali,488313,2024-06-01,Regular,14,1029.98
3773745777,734789,1,395.82,Popcorn,Snacks & Munchies,"Chaudhari, Pant and Singh",395.82,608.95,35.0,90,22,66,67701771,2024-05-02 14:40:25,2024-05-02 14:58:25,2024-05-02 14:58:25,On Time,395.82,Card,97135,8100,Gaurav Sodhi,nsibal@example.net,910987976726,"63/74, Sarkar Road, Jhansi-992671",Mathura,928001,2023-11-14,Premium,9,550.5
9251939156,876139,3,415.75,Pulses,Grocery & Staples,Cherian-Dara,415.75,489.12,15.0,365,14,83,89910157,2023-12-30 12:39:53,2023-12-30 12:51:53,2023-12-30 12:58:53,Slightly Delayed,1247.25,Cash,57095,7206,Dayamai Ray,jdate@example.com,912655185000,"775, Nayak Street, Patna-218169",Khandwa,166001,2023-03-19,New,5,1859.93
3872982303,56589,2,517.77,Vitamins,Pharmacy,"Pai, Kashyap and Ramachandran",517.77,647.21,20.0,365,16,85,15484407,2024-02-03 01:04:33,2024-02-03 01:24:33,2024-02-03 01:25:33,On Time,1035.54,Wallet,60234,7886,Saksham Kaur,nathmohammed@example.net,912436260247,"45, Gera Path, Medininagar-812341",Kakinada,457519,2024-06-11,Premium,18,560.95
2625987757,890232,1,432.0,Mango Drink,Cold Drinks & Juices,Jha Group,432.0,617.14,30.0,180,20,91,10769994,2023-08-01 07:42:43,2023-08-01 07:54:43,2023-08-01 07:56:43,On Time,432.0,UPI,51273,4569,Tripti Tandon,aradhana79@example.org,917981586241,"352 Agrawal Road, Siwan 961199",Begusarai,766033,2023-05-07,Regular,10,1122.23
3162249401,432617,1,863.18,Baby Wipes,Baby Care,Dora-Pillai,863.18,1233.11,30.0,365,17,97,85519349,2024-05-03 13:21:58,2024-05-03 13:31:58,2024-05-03 13:31:58,On Time,863.18,Cash,47552,2221,Harshil Kari,dayalguneet@example.org,919329800177,69/70 Buch Marg Bareilly 336418,Anand,99406,2023-12-07,New,8,336.36
3108986741,687218,3,317.82,Mango Drink,Cold Drinks & Juices,"Sankaran, Pall and Gola",317.82,454.03,30.0,180,22,58,49241309,2023-10-17 19:29:19,2023-10-17 19:43:19,2023-10-17 19:44:19,On Time,953.46,Wallet,60867,6530,Pahal Palla,wrideshmannan@example.net,918806437787,"87/32, Parekh Nagar, Jaipur-419966",Gurgaon,751303,2024-06-19,Inactive,11,1340.89
1851474741,970529,3,827.44,Diapers,Baby Care,"Kurian, Patla and Sanghvi",827.44,1182.06,30.0,365,19,84,23348269,2023-11-01 13:29:17,2023-11-01 13:42:17,2023-11-01 13:51:17,Slightly Delayed,2482.32,Card,12879,8735,Rudra Dutta,janya57@example.com,914824634432,02/047 Patel Road Dindigul 073010,Ahmednagar,398963,2024-02-28,Inactive,9,1251.82
2425099132,604184,2,397.55,Toilet Cleaner,Household Care,"Gaba, Sodhi and Choudhary",397.55,530.07,25.0,365,24,84,85016568,2023-08-15 01:15:08,2023-08-15 01:30:08,2023-08-15 01:34:08,On Time,795.1,Wallet,44245,4794,Rudra Mall,nandra@example.com,917990226858,"26/84, Manne Road Nadiad-091335",Tinsukia,355326,2024-07-17,Regular,2,367.12
6706793332,615545,2,448.16,Soap,Personal Care,Barman Inc,448.16,689.48,35.0,365,20,67,6247821,2024-10-09 21:50:33,2024-10-09 22:04:33,2024-10-09 22:16:33,Slightly Delayed,896.32,UPI,76503,8271,Mekhala Vora,gardequincy@example.org,917852965877,"08/563, Sane Circle, Khora -425505",Panvel,691869,2023-07-15,Regular,15,1832.58
2149289255,567671,3,418.48,Biscuits,Snacks & Munchies,Nagar LLC,418.48,643.82,35.0,90,12,90,57579640,2024-11-01 15:00:29,2024-11-01 15:20:29,2024-11-01 15:39:29,Significantly Delayed,1255.44,Cash,25251,7315,Sneha Amble,vedantdoctor@example.org,918788141295,"21/31 Bahri Road, New Delhi-268180",Siwan,847223,2023-07-11,Premium,10,697.08
1971008155,222892,1,869.22,Tomatoes,Fruits & Vegetables,Ramakrishnan-Ghose,869.22,1158.96,25.0,3,28,88,2457734,2023-10-23 22:23:41,2023-10-23 22:43:41,2023-10-23 22:39:41,On Time,869.22,Cash,30330,5472,Onkar Garg,warhi85@example.com,914165510683,"51/82, Sathe Marg Khora  495386",Ahmednagar,317271,2023-05-27,Premium,12,923.06
2087093460,34186,2,925.65,Mangoes,Fruits & Vegetables,Mandal-Kar,925.65,1234.2,25.0,3,27,74,59329145,2024-07-11 11:31:57,2024-07-11 11:42:57,2024-07-11 11:41:57,On Time,1851.3,Card,27478,2176,William Guha,lshenoy@example.org,912059322066,"28/86, Bala Ganj Raipur-127796",Gulbarga,776510,2024-08-30,Regular,19,999.5
2116712588,891833,1,493.19,Curd,Dairy & Breakfast,Mani PLC,493.19,616.49,20.0,7,11,69,24043135,2023-11-11 20:33:38,2023-11-11 20:48:38,2023-11-11 20:51:38,On Time,493.19,Wallet,34078,6552,Edhitha Bassi,chavvijohal@example.com,919376472347,39/739 Nanda Zila Secunderabad-753649,Bijapur,339705,2024-10-01,Inactive,15,1681.39
6054358790,532965,1,307.23,Frozen Pizza,Instant & Frozen Food,Sachdev Inc,307.23,512.05,40.0,180,20,94,59216664,2024-01-26 10:11:06,2024-01-26 10:31:06,2024-01-26 10:26:06,On Time,307.23,Wallet,52564,1880,Netra Keer,yauvanikhare@example.net,910581126760,"54/792 Dugar Road, Secunderabad 353845",Deoghar,284974,2023-03-22,Regular,10,225.69
532660797,962054,2,16.86,Orange Juice,Cold Drinks & Juices,Toor-Nagar,16.86,24.09,30.0,180,11,74,41008070,2024-05-20 06:25:18,2024-05-20 06:37:18,2024-05-20 06:51:18,Slightly Delayed,33.72,UPI,97547,2245,Libni Dua,kariwyatt@example.net,914053744727,"H.No. 036, Sarma Path Hapur 500317",Vijayawada,129888,2024-05-01,New,1,1017.46
1491991005,33955,1,186.08,Frozen Pizza,Instant & Frozen Food,Baral Group,186.08,310.13,40.0,180,29,84,52215833,2024-03-04 08:49:03,2024-03-04 09:01:03,2024-03-04 09:01:03,On Time,186.08,Wallet,85285,3036,Lipika Parmer,gavinprabhakar@example.net,910213519763,"00/455, Chakraborty Road, Jammu 801712",Sirsa,414814,2024-09-27,Regular,5,305.65
4136019599,644847,3,622.81,Salt,Grocery & Staples,"Jhaveri, Kata and Kapur",622.81,732.72,15.0,365,24,52,74179536,2024-03-23 18:38:14,2024-03-23 18:52:14,2024-03-23 18:55:14,On Time,1868.4299999999998,Wallet,34667,6564,Hitesh Ray,amairasodhi@example.net,914445794358,"H.No. 90 Viswanathan Nagar, Deoghar-802762",Nizamabad,835800,2024-10-14,Inactive,18,517.73
